tender_id,is_planted_anomaly,pattern_types,pattern_description
TEN0228,True,new_vendor_winner,"Winning vendor VEN0100 was registered on 2022-12-14, within 2 years of the tender date 2023-03-17."
TEN0229,False,,
TEN0230,True,low_competition,"Only 2 vendors submitted bids for this tender, indicating very low competition."
TEN0231,False,,
TEN0232,True,new_vendor_winner,"Winning vendor VEN0025 was registered on 2024-01-17, within 2 years of the tender date 2024-11-22."
TEN0233,False,,
TEN0234,False,,
TEN0235,False,,
TEN0236,False,,
TEN0237,False,,
TEN0238,False,,
TEN0239,False,,
TEN0240,False,,
TEN0241,False,,
TEN0242,False,,
TEN0243,False,,
TEN0244,False,,
TEN0245,False,,
TEN0246,False,,
TEN0247,False,,
TEN0248,False,,
TEN0249,True,low_competition;high_price,"Only 2 vendors submitted bids for this tender, indicating very low competition.; Winning amount of 1,466,000 is about 1.40x the estimated value of 1,048,000."
TEN0250,False,,
TEN0251,False,,
TEN0252,False,,
TEN0253,False,,
TEN0254,False,,
TEN0255,False,,
TEN0256,False,,
TEN0257,False,,
TEN0258,False,,
TEN0259,False,,
TEN0260,False,,
TEN0261,False,,
TEN0262,False,,
TEN0263,False,,
TEN0264,False,,
TEN0265,True,unusual_bid_pattern,Two competing bids were submitted within a very narrow price range of each other.
TEN0266,False,,
TEN0267,False,,
TEN0268,False,,
TEN0269,False,,
TEN0270,False,,
TEN0271,False,,
TEN0272,False,,
TEN0273,False,,
TEN0274,False,,
TEN0275,False,,
TEN0276,False,,
TEN0277,True,high_price,"Winning amount of 10,431,000 is about 1.43x the estimated value of 7,298,000."
TEN0278,False,,
TEN0279,False,,
TEN0280,True,unusual_bid_pattern,Two competing bids were submitted within a very narrow price range of each other.
TEN0281,False,,
TEN0282,False,,
TEN0283,True,high_price,"Winning amount of 5,283,000 is about 1.47x the estimated value of 3,600,000."
TEN0284,False,,
TEN0285,False,,
TEN0286,False,,
TEN0287,False,,
TEN0288,False,,
TEN0289,False,,
TEN0290,False,,
TEN0291,False,,
TEN0292,True,low_competition,"Only 2 vendors submitted bids for this tender, indicating very low competition."
TEN0293,False,,
TEN0294,False,,
TEN0295,True,shared_vendor_relationship,Winning vendor VEN0013 shares a registration group (CONTACT_SHARED4) with other vendors in the dataset.
TEN0296,False,,
TEN0297,False,,
TEN0298,False,,
TEN0299,False,,
TEN0300,False,,
TEN0301,False,,
TEN0302,False,,
TEN0303,True,unusual_bid_pattern,Two competing bids were submitted within a very narrow price range of each other.
TEN0304,True,shared_vendor_relationship,Winning vendor VEN0011 shares a registration group (CONTACT_SHARED4) with other vendors in the dataset.
TEN0305,False,,
TEN0306,False,,
TEN0307,True,unusual_bid_pattern;high_price,"Two competing bids were submitted within a very narrow price range of each other.; Winning amount of 44,001,000 is about 1.48x the estimated value of 29,680,000."
TEN0308,False,,
TEN0309,False,,
TEN0310,False,,
TEN0311,False,,
TEN0312,False,,
TEN0313,False,,
TEN0314,False,,
TEN0315,True,high_price,"Winning amount of 6,728,000 is about 1.53x the estimated value of 4,383,000."
TEN0316,False,,
TEN0317,False,,
TEN0318,False,,
TEN0319,False,,
TEN0320,False,,
TEN0321,False,,
TEN0322,False,,
TEN0323,False,,
TEN0324,False,,
TEN0325,False,,
TEN0326,False,,
TEN0327,False,,
TEN0328,False,,
TEN0329,False,,
TEN0330,True,unusual_bid_pattern,Two competing bids were submitted within a very narrow price range of each other.
TEN0331,False,,
TEN0332,False,,
TEN0333,False,,
TEN0334,False,,
TEN0335,False,,
TEN0336,False,,
TEN0337,False,,
TEN0338,False,,
TEN0339,False,,
TEN0340,False,,
TEN0341,False,,
TEN0342,False,,
TEN0343,False,,
TEN0344,False,,
TEN0345,True,low_competition,"Only 2 vendors submitted bids for this tender, indicating very low competition."
TEN0346,False,,
TEN0347,False,,
TEN0348,False,,
TEN0349,True,new_vendor_winner,"Winning vendor VEN0052 was registered on 2023-03-04, within 2 years of the tender date 2024-06-27."
TEN0350,False,,
TEN0351,False,,
TEN0352,False,,
TEN0353,False,,
TEN0354,True,high_price,"Winning amount of 21,495,000 is about 1.47x the estimated value of 14,617,000."
TEN0355,False,,
TEN0356,False,,
TEN0357,False,,
TEN0358,False,,
TEN0359,False,,
TEN0360,False,,
TEN0361,False,,
TEN0362,False,,
TEN0363,False,,
TEN0364,True,new_vendor_winner,"Winning vendor VEN0034 was registered on 2024-03-27, within 2 years of the tender date 2024-07-22."
TEN0365,False,,
TEN0366,False,,
TEN0367,False,,
TEN0368,False,,
TEN0369,False,,
TEN0370,False,,
TEN0371,False,,
TEN0372,False,,
TEN0373,False,,
TEN0374,False,,
TEN0375,True,shared_vendor_relationship,Winning vendor VEN0067 shares a registration group (ADDR_SHARED2) with other vendors in the dataset.
TEN0376,False,,
TEN0377,False,,
TEN0378,False,,
TEN0379,False,,
TEN0380,False,,
TEN0381,False,,
TEN0382,False,,
TEN0383,True,low_competition,"Only 2 vendors submitted bids for this tender, indicating very low competition."
TEN0384,False,,
TEN0385,False,,
TEN0386,True,unusual_bid_pattern,Two competing bids were submitted within a very narrow price range of each other.
TEN0387,False,,
TEN0388,False,,
TEN0389,False,,
TEN0390,False,,
TEN0391,False,,
TEN0392,False,,
TEN0393,False,,
TEN0394,True,shared_vendor_relationship,Winning vendor VEN0054 shares a registration group (CONTACT_SHARED3) with other vendors in the dataset.
TEN0395,False,,
TEN0396,False,,
TEN0397,False,,
TEN0398,False,,
TEN0399,False,,
TEN0400,False,,
TEN0401,False,,
TEN0402,True,unusual_bid_pattern,Two competing bids were submitted within a very narrow price range of each other.
TEN0403,False,,
TEN0404,False,,
TEN0405,False,,
TEN0406,False,,
TEN0407,False,,
TEN0408,False,,
TEN0409,False,,
TEN0410,False,,
TEN0411,False,,
TEN0412,False,,
TEN0413,True,low_competition,"Only 2 vendors submitted bids for this tender, indicating very low competition."
TEN0414,False,,
TEN0415,False,,
TEN0416,False,,
TEN0417,False,,
TEN0418,False,,
TEN0419,False,,
TEN0420,False,,
TEN0421,False,,
TEN0422,False,,
TEN0423,False,,
TEN0424,False,,
TEN0425,False,,
TEN0426,False,,
TEN0427,False,,
TEN0428,False,,
TEN0429,False,,
TEN0430,False,,
TEN0431,True,shared_vendor_relationship,Winning vendor VEN0117 shares a registration group (ADDR_SHARED4) with other vendors in the dataset.
TEN0432,True,low_competition,"Only 2 vendors submitted bids for this tender, indicating very low competition."
TEN0433,False,,
TEN0434,False,,
TEN0435,False,,
TEN0436,True,high_price,"Winning amount of 411,000 is about 1.59x the estimated value of 259,000."
TEN0437,False,,
TEN0438,True,high_price,"Winning amount of 20,207,000 is about 1.58x the estimated value of 12,821,000."
TEN0439,False,,
TEN0440,False,,
TEN0441,False,,
TEN0442,False,,
TEN0443,False,,
TEN0444,False,,
TEN0445,False,,
TEN0446,False,,
TEN0447,True,shared_vendor_relationship,Winning vendor VEN0096 shares a registration group (ADDR_SHARED1) with other vendors in the dataset.
TEN0448,True,new_vendor_winner,"Winning vendor VEN0100 was registered on 2022-12-14, within 2 years of the tender date 2024-11-06."
TEN0449,False,,
TEN0450,True,high_price,"Winning amount of 17,418,000 is about 1.49x the estimated value of 11,719,000."
TEN0451,False,,
TEN0452,False,,
TEN0453,False,,
TEN0454,False,,
TEN0455,True,shared_vendor_relationship,Winning vendor VEN0078 shares a registration group (CONTACT_SHARED2) with other vendors in the dataset.
TEN0456,False,,
TEN0457,False,,
TEN0458,False,,
TEN0459,True,new_vendor_winner,"Winning vendor VEN0114 was registered on 2023-08-23, within 2 years of the tender date 2024-02-28."
TEN0460,True,shared_vendor_relationship,Winning vendor VEN0096 shares a registration group (ADDR_SHARED1) with other vendors in the dataset.
TEN0461,False,,
TEN0462,False,,
TEN0463,True,high_price,"Winning amount of 2,810,000 is about 1.53x the estimated value of 1,836,000."
TEN0464,False,,
TEN0465,False,,
TEN0466,False,,
TEN0467,False,,
TEN0468,False,,
TEN0469,True,unusual_bid_pattern,Two competing bids were submitted within a very narrow price range of each other.
TEN0470,True,low_competition,"Only 2 vendors submitted bids for this tender, indicating very low competition."
TEN0471,False,,
TEN0472,False,,
TEN0473,False,,
TEN0474,False,,
TEN0475,True,low_competition;high_price,"Only 2 vendors submitted bids for this tender, indicating very low competition.; Winning amount of 1,628,000 is about 1.42x the estimated value of 1,145,000."
TEN0476,False,,
TEN0477,False,,
TEN0478,True,new_vendor_winner,"Winning vendor VEN0111 was registered on 2023-08-30, within 2 years of the tender date 2024-09-05."
TEN0479,False,,
TEN0480,False,,
TEN0481,False,,
TEN0482,False,,
TEN0483,False,,
TEN0484,False,,
TEN0485,False,,
TEN0486,False,,
TEN0487,False,,
TEN0488,False,,
TEN0489,False,,
TEN0490,True,shared_vendor_relationship,Winning vendor VEN0079 shares a registration group (ADDR_SHARED3) with other vendors in the dataset.
TEN0491,False,,
TEN0492,False,,
TEN0493,False,,
TEN0494,False,,
TEN0495,False,,
TEN0496,False,,
TEN0497,False,,
TEN0498,False,,
TEN0499,False,,
TEN0500,False,,
